host_id,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365
120762452,2,Murray Hill,40.74818,-73.97537,0,175,30,1,0.06,50,342
214863971,1,Flatlands,40.62063,-73.9244,1,40,2,10,2.34,2,43
13830544,1,Bushwick,40.69574,-73.93111,0,85,5,32,0.66,3,38
224317184,2,Inwood,40.86364,-73.92835,1,90,3,4,1.85,8,237
229381517,1,Prospect Heights,40.68077,-73.97489,0,250,1,0,,2,175
23826651,1,Bushwick,40.70364,-73.92769,1,50,7,0,,1,0
203266238,0,Morris Park,40.85589,-73.85825,1,85,5,5,0.85,5,343
12943509,1,Williamsburg,40.713,-73.94109,1,35,3,0,,1,0
10415735,3,Howard Beach,40.66162,-73.85598,0,200,1,2,2.0,2,365
92067070,2,Midtown,40.76419,-73.98053,0,500,1,5,0.15,1,361
147536196,2,Lower East Side,40.7198,-73.98209,1,135,1,50,2.35,1,32
27556149,1,Bedford-Stuyvesant,40.68444,-73.94822,0,75,5,2,0.05,1,0
45391169,2,East Village,40.72781,-73.98398,1,99,2,78,1.71,1,363
37241656,1,Williamsburg,40.71638,-73.95684,0,325,2,27,0.72,1,0
26259317,2,Harlem,40.81367,-73.95133,1,55,2,25,1.57,1,0
141765510,3,Astoria,40.76343,-73.92248,2,110,4,3,0.22,1,0
263711950,2,East Harlem,40.80098,-73.94261,0,180,3,3,2.37,1,308
8136206,1,Prospect-Lefferts Gardens,40.65763,-73.96029,1,64,2,108,1.61,2,296
19638238,2,Washington Heights,40.83428,-73.94738,1,75,2,25,0.53,1,198
29285454,1,Bedford-Stuyvesant,40.68612,-73.94318,1,55,5,2,0.3,1,297
346356,1,Fort Greene,40.68996,-73.97855,0,450,3,82,1.19,1,258
95459395,2,Hell's Kitchen,40.76221,-73.99795,0,321,30,0,,18,365
25036260,1,Bushwick,40.68826,-73.90933,1,80,1,34,2.07,3,207
13490820,1,Williamsburg,40.70719,-73.94749,1,50,3,3,0.35,1,0
239770902,2,Midtown,40.75383,-73.97207,1,350,5,0,,1,353
94382194,0,Tremont,40.84546,-73.89013,0,150,1,43,1.57,1,179
38297722,1,Williamsburg,40.71691,-73.93953,0,200,2,1,0.02,1,0
53725579,2,Washington Heights,40.84505,-73.93779,1,45,1,23,5.95,3,217
1226950,1,Crown Heights,40.6769,-73.9513,1,75,2,0,,1,0
23772724,2,Upper East Side,40.78316,-73.94662,0,175,30,4,0.14,15,343
3333577,2,Gramercy,40.73523,-73.98668,1,160,2,53,1.16,2,344
161081229,0,Morrisania,40.82434,-73.91377,1,40,2,80,5.01,2,291
6447895,1,Bushwick,40.68673,-73.91024,1,50,2,2,0.5,1,35
20754497,1,Crown Heights,40.66703,-73.94054,1,65,1,101,2.7,1,309
75478154,1,Bedford-Stuyvesant,40.68252,-73.93863,0,229,4,92,2.54,1,236
84902242,1,Carroll Gardens,40.67615,-74.00004,1,80,3,47,1.4,1,308
28778026,1,Bedford-Stuyvesant,40.69433,-73.9559,1,70,1,3,0.26,2,86
7650414,2,Harlem,40.80257,-73.94693,0,399,5,9,0.25,2,12
22904933,2,East Harlem,40.79849,-73.93843,1,92,3,48,0.94,2,115
54772069,1,Crown Heights,40.67634,-73.94133,1,55,30,0,,1,365
117236,2,West Village,40.73078,-74.0104,0,350,4,9,0.14,1,13
72747,1,Crown Heights,40.67679,-73.95639,0,225,4,1,0.01,1,342
34506361,2,Murray Hill,40.7487,-73.97479,2,120,1,47,2.2,2,365
204244117,2,Harlem,40.82609,-73.94948,1,49,1,11,5.5,2,180
10909829,1,Bedford-Stuyvesant,40.68478,-73.92971,0,170,3,125,1.86,2,314
219517861,2,Theater District,40.75942,-73.98727,0,699,29,0,,327,332
14214034,0,Mott Haven,40.81444,-73.92516,0,75,2,85,1.41,2,253
14501609,3,Richmond Hill,40.70203,-73.82841,1,40,2,18,3.44,1,30
2171676,2,East Village,40.7277,-73.97841,1,71,2,112,5.22,1,129
237668552,1,Cobble Hill,40.68525,-73.99837,0,200,2,4,1.38,2,22
25406270,2,Hell's Kitchen,40.76355,-73.98914,0,125,4,148,3.69,1,129
24890474,2,Chinatown,40.71333,-73.99419,0,300,2,5,2.42,1,231
23026033,2,Greenwich Village,40.73104,-73.99708,0,230,7,1,0.02,1,0
126929216,1,Crown Heights,40.67102,-73.93999,1,45,14,10,0.42,3,322
24000784,1,Sunset Park,40.64513,-74.01279,1,45,1,5,0.57,4,32
5072735,1,Clinton Hill,40.6854,-73.96741,0,150,7,0,,1,0
1996265,2,Lower East Side,40.72123,-73.98996,1,90,10,67,0.77,1,301
2247818,2,East Harlem,40.80268,-73.94051,0,100,10,28,0.97,1,0
19344148,1,Greenpoint,40.72563,-73.95656,1,65,2,15,6.92,1,65
1982209,2,East Village,40.72634,-73.98267,0,225,3,93,1.05,1,0
12578148,2,Chelsea,40.74353,-73.99709,0,545,5,42,1.57,1,322
128810972,1,Williamsburg,40.71639,-73.96696,1,200,1,8,4.21,2,0
119900,2,Upper West Side,40.77842,-73.97556,0,170,7,13,0.12,1,224
2424887,3,Ditmars Steinway,40.76729,-73.89166,1,55,1,36,3.11,1,179
248161322,1,Bushwick,40.69935,-73.93889,1,63,30,0,,14,311
188498431,3,Sunnyside,40.7388,-73.92282,1,65,2,3,3.0,6,347
150522833,2,Midtown,40.7513,-73.98333,0,600,1,20,1.09,1,169
25237492,2,Upper East Side,40.76112,-73.9619,0,150,30,12,0.27,34,298
229421782,1,East Flatbush,40.6472,-73.94348,1,35,4,5,0.79,2,89
342599,1,Bedford-Stuyvesant,40.69309,-73.95921,1,100,3,15,0.22,1,0
35423181,3,Astoria,40.7665,-73.91759,1,75,1,10,0.22,1,357
179416315,0,Norwood,40.87064,-73.8797,1,60,1,9,1.19,2,310
203254069,2,Upper East Side,40.76324,-73.96382,0,175,3,1,1.0,1,3
4976872,2,Murray Hill,40.74848,-73.97884,1,118,30,116,1.93,1,228
1793569,1,Park Slope,40.68073,-73.97515,0,170,1,0,,1,0
165257273,3,Flushing,40.77193,-73.79966,1,50,30,5,0.4,3,296
8164199,2,Midtown,40.75102,-73.97447,0,180,1,0,,1,0
48205496,3,Long Island City,40.74834,-73.94181,0,379,4,91,3.44,2,152
21700305,1,Prospect-Lefferts Gardens,40.65776,-73.95218,1,30,6,1,0.03,1,0
107455767,3,Rosedale,40.65251,-73.7365,1,42,7,21,0.94,5,297
30797242,2,Lower East Side,40.72285,-73.98895,1,75,3,0,,1,21
47114213,3,Long Island City,40.76117,-73.93127,0,70,2,11,2.29,1,3
229386490,1,Bedford-Stuyvesant,40.68425,-73.92503,1,45,2,5,4.29,3,257
2801328,1,Bedford-Stuyvesant,40.683,-73.93305,0,110,2,104,2.38,2,155
16259898,2,Upper East Side,40.76329,-73.96235,0,250,7,0,,1,11
22215460,2,Upper East Side,40.7685,-73.95698,0,500,1,0,,1,363
13601944,1,South Slope,40.66372,-73.97793,0,195,6,11,0.18,1,13
17349726,1,Bushwick,40.69424,-73.92652,0,89,1,8,7.5,1,88
39084892,2,Midtown,40.75512,-73.96826,0,150,4,15,0.32,1,0
7958923,1,Bedford-Stuyvesant,40.68861,-73.94109,0,115,1,350,9.61,2,137
52584471,2,Murray Hill,40.74666,-73.97847,0,135,1,0,,1,0
3967827,1,Crown Heights,40.66886,-73.95412,0,150,50,4,0.07,1,312
266818709,2,East Village,40.72175,-73.98259,0,400,3,3,3.0,1,128
80354349,1,Williamsburg,40.7079,-73.94608,1,75,2,2,0.85,1,188
34930811,2,East Village,40.72517,-73.98742,0,195,1,15,0.31,1,0
11935406,2,East Village,40.72684,-73.98938,0,123,2,7,0.2,1,0
888939,1,Boerum Hill,40.68644,-73.9857,0,200,2,8,0.35,1,0
4821374,2,Upper East Side,40.77791,-73.95362,0,180,3,22,0.83,2,273
10346084,3,Astoria,40.75816,-73.91945,0,110,5,0,,1,0
54740781,2,Harlem,40.82949,-73.94644,1,35,3,2,0.17,1,0
108578737,1,Crown Heights,40.66943,-73.96024,1,50,5,0,,1,0
61699814,0,Kingsbridge,40.8787,-73.90098,1,35,30,7,0.49,2,155
229469300,1,Williamsburg,40.70855,-73.95072,1,55,2,2,0.75,2,4
157967024,2,Chinatown,40.71508,-73.99275,0,125,4,5,0.26,1,0
29413554,2,Flatiron District,40.73926,-73.98758,0,150,1,1,0.02,1,0
48499240,2,Harlem,40.81215,-73.95129,1,150,2,15,1.25,1,57
200826881,3,Elmhurst,40.74579,-73.88904,0,60,3,16,1.42,1,40
5548597,2,Upper East Side,40.77162,-73.95808,0,150,1,6,0.14,1,0
39890192,2,Little Italy,40.71728,-73.99859,1,75,15,15,0.4,12,80
1797859,1,Prospect-Lefferts Gardens,40.66039,-73.95937,1,92,7,34,0.39,1,332
10860700,1,Williamsburg,40.7121,-73.94347,0,130,10,0,,2,34
39648442,3,Flushing,40.74823,-73.8084,1,65,1,158,3.35,2,355
26935678,2,Upper West Side,40.80032,-73.95998,0,285,1,9,5.09,1,229
98267290,2,Upper West Side,40.77509,-73.98255,0,130,30,0,,1,185
25321849,1,Boerum Hill,40.6853,-73.98804,0,550,3,6,0.42,2,14
4031222,2,Upper West Side,40.77431,-73.97883,0,185,5,14,0.38,1,4
258682005,3,Ridgewood,40.69526,-73.90263,0,210,7,2,1.13,1,142
41060321,1,Prospect-Lefferts Gardens,40.65757,-73.95015,1,35,1,0,,1,0
181885938,3,Elmhurst,40.73394,-73.87207,1,60,2,11,1.05,2,318
4769886,1,Bushwick,40.69533,-73.92053,1,109,2,105,2.25,2,244
76931387,1,Bedford-Stuyvesant,40.68813,-73.95479,0,130,2,16,0.59,1,0
44050884,2,Harlem,40.8272,-73.94137,1,80,1,0,,1,0
3039349,1,Bushwick,40.70766,-73.92039,1,80,1,34,1.74,1,12
11528105,3,Astoria,40.76508,-73.90935,0,65,14,0,,1,0
306605,2,Chelsea,40.74342,-73.99483,0,205,9,3,0.04,2,76
30283594,2,Midtown,40.76571,-73.98312,0,239,30,0,,121,352
3038687,2,Lower East Side,40.71749,-73.99016,0,104,30,11,0.19,8,80
87612379,3,Middle Village,40.72267,-73.86997,0,140,3,35,1.56,1,190
4628887,1,Williamsburg,40.71518,-73.94571,0,95,3,36,0.95,1,89
5908577,1,Crown Heights,40.67427,-73.95042,0,300,2,16,0.24,2,41
8996900,1,Kensington,40.64735,-73.97611,0,150,4,1,0.02,1,0
15838559,3,Forest Hills,40.71429,-73.85088,1,59,3,15,0.41,4,0
177067211,1,Crown Heights,40.67556,-73.94418,0,99,15,0,,1,34
22028840,2,Washington Heights,40.85308,-73.92878,1,55,3,71,1.93,2,0
43804373,2,Upper East Side,40.76096,-73.95964,0,250,1,13,0.28,1,0
16285179,1,Bedford-Stuyvesant,40.68695,-73.91937,0,120,3,2,0.19,2,0
217591735,1,Williamsburg,40.70664,-73.93978,1,70,2,4,0.45,1,0
263414,2,West Village,40.72861,-74.0049,0,199,5,129,1.22,1,286
1597935,1,Prospect Heights,40.67697,-73.97069,0,99,7,11,0.24,1,0
29528182,1,Bedford-Stuyvesant,40.6792,-73.95358,1,40,10,2,0.04,1,0
61804662,3,Flushing,40.76049,-73.81633,1,55,1,126,3.13,2,180
3964655,1,Bedford-Stuyvesant,40.67958,-73.93687,0,125,3,104,1.36,1,275
57470846,2,Upper West Side,40.78472,-73.97575,0,175,3,0,,1,0
23188519,1,Bedford-Stuyvesant,40.69524,-73.95322,1,67,30,31,3.41,6,333
38377515,0,Clason Point,40.81338,-73.85821,0,75,2,5,5.0,1,86
9572607,2,Lower East Side,40.72291,-73.98915,1,71,1,5,0.31,3,17
50080673,2,East Village,40.73033,-73.98788,1,101,1,0,,1,0
37084362,1,Williamsburg,40.71469,-73.94097,1,101,3,14,0.76,1,0
255856907,1,Crown Heights,40.6756,-73.9251,1,100,3,2,1.33,1,163
36625404,2,West Village,40.73545,-74.00686,0,195,2,30,0.62,1,189
79105834,3,Long Island City,40.75541,-73.9335,1,35,1,90,3.31,9,273
8956323,1,Williamsburg,40.70867,-73.94799,0,180,2,0,,1,0
41191579,1,Crown Heights,40.66945,-73.93899,1,45,1,4,0.44,3,0
18156556,1,Bedford-Stuyvesant,40.68274,-73.91856,0,97,3,15,0.25,1,0
4291837,2,Nolita,40.72224,-73.99491,0,150,1,156,2.46,1,111
106304833,3,Jamaica,40.68257,-73.77949,0,75,2,25,2.06,1,62
4281324,2,Morningside Heights,40.80445,-73.96649,0,120,6,1,0.05,1,0
258831812,3,Ridgewood,40.70805,-73.91535,0,170,7,0,,1,126
160940380,3,St. Albans,40.69967,-73.75026,0,600,2,2,1.58,3,332
3116461,1,East Flatbush,40.65308,-73.95109,0,100,2,67,1.27,1,153
7443296,1,Cypress Hills,40.68072,-73.88787,1,120,2,26,3.24,1,63
204539,3,Middle Village,40.71722,-73.87856,0,98,30,33,0.31,5,240
28580275,2,Midtown,40.75823,-73.96509,0,290,1,0,,4,286
1507408,2,East Harlem,40.80245,-73.94426,1,96,3,1,0.56,1,365
15492140,2,Lower East Side,40.72232,-73.98987,1,77,3,139,2.29,1,18
209549523,2,Midtown,40.74906,-73.98454,1,135,1,70,7.24,3,0
107671914,1,East Flatbush,40.65737,-73.92563,1,90,3,36,1.28,1,50
48133396,1,Crown Heights,40.66563,-73.96118,0,85,90,0,,1,0
15099550,2,Harlem,40.80879,-73.94127,0,290,1,77,1.25,1,252
57571805,2,Midtown,40.75315,-73.97339,0,350,2,3,0.1,3,0
120082555,3,Rego Park,40.72999,-73.86043,0,125,2,67,2.58,1,278
33917435,2,Lower East Side,40.71825,-73.99019,0,150,4,1,1.0,1,13
16761703,1,Bushwick,40.69796,-73.93124,0,200,7,0,,1,0
137411167,0,Parkchester,40.84024,-73.85836,1,45,1,23,0.96,1,54
30586356,2,Washington Heights,40.85475,-73.93372,2,95,1,36,3.03,1,27
57694481,2,Upper West Side,40.7783,-73.98807,0,172,12,13,0.37,1,34
93148942,1,Bushwick,40.69945,-73.92771,1,50,1,9,0.26,2,0
40867860,1,Bedford-Stuyvesant,40.68053,-73.90879,1,63,1,4,2.18,1,240
3196390,1,Flatbush,40.63854,-73.95814,0,415,4,3,0.06,1,0
13480762,1,Williamsburg,40.71768,-73.94027,1,40,1,9,2.84,2,22
26330233,2,East Village,40.72977,-73.97895,0,175,6,23,3.15,1,232
244370442,2,Theater District,40.76026,-73.98747,1,359,1,4,1.54,7,358
51688993,3,Jamaica,40.68993,-73.80334,0,174,1,67,1.81,2,340
2453755,1,Williamsburg,40.71179,-73.93872,0,175,2,2,0.15,1,0
16098958,2,Upper West Side,40.79534,-73.96583,0,180,30,4,0.12,96,319
52371107,1,Bushwick,40.69212,-73.92521,1,40,1,0,,1,33
42730216,2,Upper East Side,40.76639,-73.95817,2,150,3,2,2.0,2,142
72315258,1,Crown Heights,40.67619,-73.93866,1,28,1,0,,1,0
552627,2,Harlem,40.82458,-73.93883,1,39,2,0,,2,315
9977688,1,Bedford-Stuyvesant,40.68785,-73.92412,0,575,4,6,0.19,1,179
1279152,1,Midwood,40.62803,-73.9675,0,75,3,6,0.17,1,0
34503055,1,Clinton Hill,40.68275,-73.96705,0,105,14,9,0.21,1,285
238111285,1,Bushwick,40.68542,-73.90952,1,45,2,1,0.19,1,0
119669058,1,Bedford-Stuyvesant,40.69406,-73.95665,1,65,2,22,2.16,34,288
19414064,2,East Village,40.72617,-73.98869,0,225,3,0,,1,0
62256292,1,Bedford-Stuyvesant,40.6804,-73.93648,0,125,3,91,2.8,1,78
4398238,1,Prospect Heights,40.67505,-73.96711,0,175,2,5,0.11,1,0
25237492,2,Upper East Side,40.76222,-73.9603,0,325,30,2,0.21,34,191
6387598,1,Bedford-Stuyvesant,40.68177,-73.9389,0,200,2,80,3.93,1,109
475916,2,Upper West Side,40.80373,-73.9679,1,119,1,96,1.16,1,0
54917558,1,Bushwick,40.68678,-73.90629,0,75,2,154,4.04,1,15
14746465,2,Harlem,40.81184,-73.94488,1,89,3,49,1.76,1,157
18193304,1,Williamsburg,40.71268,-73.9472,1,80,1,10,3.03,1,102
241593,1,Flatbush,40.65036,-73.96306,1,70,1,0,,2,0
204704622,3,Elmhurst,40.73925,-73.87745,1,35,29,2,0.38,7,1
135696084,2,Kips Bay,40.74072,-73.98133,1,100,1,0,,1,0
16177882,2,Midtown,40.76566,-73.97873,0,400,1,0,,1,0
25189614,2,Lower East Side,40.72162,-73.98732,0,350,29,0,,1,269
7073209,1,Fort Greene,40.68846,-73.97567,1,115,2,57,2.67,2,288
18111963,2,Washington Heights,40.84205,-73.93716,0,75,5,0,,1,0
266384408,3,Astoria,40.76438,-73.91419,0,225,2,1,1.0,1,279
10134825,2,Lower East Side,40.7146,-73.98423,1,89,3,5,0.11,4,0
12798614,1,Bedford-Stuyvesant,40.6886,-73.94153,1,79,2,0,,3,319
76975771,3,Maspeth,40.73425,-73.89553,1,61,2,24,0.69,1,281
3490389,1,Williamsburg,40.71589,-73.94288,1,100,3,19,1.35,1,172
59051417,2,East Harlem,40.79611,-73.94906,0,750,3,5,0.78,6,249
44303500,2,Washington Heights,40.84634,-73.93861,0,275,2,7,0.52,2,0
36522433,1,Downtown Brooklyn,40.69459,-73.98261,0,130,5,2,0.08,1,0
38217925,1,Greenpoint,40.7342,-73.95707,0,205,5,0,,2,64
9572607,2,Lower East Side,40.72176,-73.98825,1,150,1,8,2.07,3,0
201403610,1,Sunset Park,40.63986,-74.01064,1,58,2,10,0.92,5,232
25082897,1,Bushwick,40.70516,-73.91609,1,40,1,0,,1,0
4350748,1,Midwood,40.62908,-73.95965,1,68,7,1,0.01,1,87
127740507,2,Harlem,40.83118,-73.94325,1,47,2,83,4.97,2,48
110031106,2,Financial District,40.70586,-74.00875,1,85,1,3,0.12,1,0
17075886,1,Sunset Park,40.66132,-73.99192,0,280,3,2,0.79,1,0
13074730,1,Flatbush,40.64503,-73.96027,1,55,1,0,,1,0
241694782,1,Bedford-Stuyvesant,40.68683,-73.93825,0,140,1,1,0.47,2,68
2521069,1,Williamsburg,40.71374,-73.9627,0,160,3,27,0.55,1,193
1377201,1,Vinegar Hill,40.70152,-73.98407,0,100,30,2,0.12,1,31
29582228,2,East Harlem,40.79309,-73.94347,1,90,4,1,0.07,1,6
144002200,1,Gowanus,40.67087,-73.99305,0,75,2,7,0.74,1,7
117831982,2,Little Italy,40.71781,-73.99783,1,130,3,17,2.34,1,84
22384027,1,Brownsville,40.67068,-73.91633,1,39,1,89,1.57,10,0
4857042,2,Chelsea,40.74423,-74.00111,0,95,1,105,3.87,1,98
104927746,4,Concord,40.597,-74.08778,2,29,1,0,,7,2
90052526,2,Upper East Side,40.77414,-73.95301,0,140,3,5,2.46,1,18
579126,2,Harlem,40.80307,-73.946,0,169,5,0,,1,0
11333699,1,Crown Heights,40.67112,-73.94536,0,105,2,281,4.29,1,248
49435973,1,Williamsburg,40.70665,-73.93529,0,218,3,102,2.46,1,171
164291123,2,Flatiron District,40.74107,-73.98693,1,179,1,35,3.11,3,331
40058595,2,Upper East Side,40.77865,-73.94858,0,175,2,4,0.08,1,0
182272609,4,Tompkinsville,40.63277,-74.09562,0,106,3,10,0.86,2,87
80901802,1,Williamsburg,40.71335,-73.94453,1,90,1,0,,1,179
1212041,2,East Village,40.72982,-73.98823,2,75,1,4,0.1,2,0
9419684,2,Hell's Kitchen,40.7602,-73.99868,0,304,30,0,,3,176
254172441,2,Upper East Side,40.78034,-73.94861,1,70,1,4,2.0,1,0
23334541,2,Upper West Side,40.77998,-73.98462,0,130,2,17,0.37,1,2
49286334,2,Stuyvesant Town,40.73288,-73.97984,1,80,1,1,0.02,1,0
20846509,1,Park Slope,40.67148,-73.97766,1,95,9,4,0.18,1,0
15789077,2,Murray Hill,40.74716,-73.97607,0,500,1,1,0.02,1,0
182363374,1,Greenpoint,40.72613,-73.95676,1,99,1,41,2.96,7,54
9786357,1,Prospect Heights,40.68187,-73.97075,0,1750,2,5,1.65,1,358
5761173,1,Downtown Brooklyn,40.69648,-73.98261,0,162,2,11,0.44,1,0
15130664,1,Carroll Gardens,40.68577,-73.9928,0,450,2,0,,1,0
6041929,2,West Village,40.73253,-74.00859,0,220,4,11,0.65,1,189
25807709,1,Midwood,40.6216,-73.95315,1,60,10,27,0.5,1,322
1489654,1,Williamsburg,40.71247,-73.94915,1,93,1,25,7.01,1,234
75918061,1,Crown Heights,40.6749,-73.95233,0,140,4,47,1.66,1,5
147972663,1,East Flatbush,40.64991,-73.93716,1,40,3,52,2.34,3,298
2822805,1,Bedford-Stuyvesant,40.68586,-73.9501,1,60,30,41,0.65,8,245
179773675,1,Bedford-Stuyvesant,40.68517,-73.91736,1,60,4,0,,1,0
137625836,3,Sunnyside,40.74082,-73.91874,1,60,4,3,0.13,1,0
14933972,1,Bedford-Stuyvesant,40.67858,-73.93713,1,76,2,69,1.81,3,11
8968224,1,Bushwick,40.68917,-73.91549,1,49,1,0,,1,0
156484505,1,Williamsburg,40.7116,-73.95606,1,100,2,43,3.65,2,363
68714722,2,Upper East Side,40.77704,-73.94442,0,166,2,4,0.49,1,0
29867167,2,Chelsea,40.74821,-74.0018,1,95,1,17,0.78,1,0
26819117,2,Kips Bay,40.74174,-73.97878,1,115,7,1,0.02,1,0
15145088,2,Upper West Side,40.7852,-73.9746,0,187,30,13,0.2,8,346
162116640,1,Brighton Beach,40.58363,-73.96405,1,3000,1,0,,1,90
4714927,2,East Harlem,40.79155,-73.94746,1,80,1,70,1.36,4,102
6309019,1,Williamsburg,40.71474,-73.95662,0,200,2,175,2.93,1,303
13324284,2,Chinatown,40.71608,-73.99233,1,95,4,1,0.03,1,0
1914516,1,Williamsburg,40.71134,-73.95953,0,165,1,3,0.12,1,0
131826530,0,Riverdale,40.88671,-73.9151,1,2500,2,0,,3,179
38344324,2,Upper East Side,40.77237,-73.95275,1,95,2,42,1.9,1,0
3294551,3,Astoria,40.7582,-73.91687,0,180,3,77,1.35,1,254
6866356,2,Washington Heights,40.85521,-73.93528,1,50,4,21,1.15,1,34
80686298,3,Sunnyside,40.74498,-73.91385,0,99,2,2,0.06,1,0
1027283,1,Sunset Park,40.66221,-73.99743,1,50,2,33,0.39,1,20
1574687,2,Financial District,40.7058,-74.01559,0,180,2,3,1.14,1,5
5110884,1,Flatbush,40.65226,-73.95732,1,70,2,0,,1,0
2213846,1,Bushwick,40.70114,-73.91705,1,70,2,29,1.71,1,16
53192488,1,Williamsburg,40.71709,-73.95632,1,56,21,1,0.11,1,0
27090361,2,Greenwich Village,40.73213,-73.99323,0,126,3,2,0.1,1,0
188830760,3,Ridgewood,40.70367,-73.91063,1,110,1,3,0.28,1,365
218612882,2,Hell's Kitchen,40.76169,-73.9907,0,170,1,5,5.0,1,26
164886138,2,Harlem,40.81351,-73.95186,1,65,1,0,,11,364
83342221,3,Astoria,40.76317,-73.91124,0,200,5,1,0.11,1,0
4731785,2,Upper East Side,40.77995,-73.96056,0,200,21,1,0.16,1,88
11491789,1,Williamsburg,40.70721,-73.93957,0,190,4,64,1.54,1,159
2798644,1,Bushwick,40.70202,-73.92402,0,115,370,6,0.09,1,365
33300449,2,East Village,40.72869,-73.97653,0,120,1,2,0.05,1,0
4581489,2,Harlem,40.82579,-73.94907,1,65,2,2,0.05,1,0
12210788,2,Upper West Side,40.79516,-73.96813,1,119,1,117,3.61,1,365
55240477,2,Greenwich Village,40.73036,-73.99358,0,220,4,1,0.08,1,16
2111060,2,Hell's Kitchen,40.76291,-73.99202,1,99,1,134,1.54,1,265
25295888,1,Bedford-Stuyvesant,40.67917,-73.92565,1,52,2,16,0.37,1,0
251852817,2,East Harlem,40.79966,-73.94191,2,55,1,13,3.86,7,89
47062311,1,Flatbush,40.64681,-73.95901,2,30,3,5,0.14,1,189
1506795,1,Williamsburg,40.71188,-73.9608,0,155,2,8,0.1,1,0
2697373,2,Greenwich Village,40.7298,-73.99838,0,289,3,6,0.52,1,0
97243693,2,Murray Hill,40.74812,-73.97663,0,150,3,57,3.07,2,49
79060345,2,Chelsea,40.73992,-74.00221,0,200,4,31,1.31,1,291
14731964,2,East Village,40.73273,-73.98667,1,125,1,36,1.4,1,81
2787066,2,Chelsea,40.73945,-73.99616,0,126,4,8,0.18,1,0
262360035,2,Hell's Kitchen,40.76579,-73.98932,2,75,1,8,4.62,6,365
48696992,1,Bedford-Stuyvesant,40.68925,-73.94462,1,130,2,16,0.41,1,262
5761098,2,Chelsea,40.74023,-73.99994,0,485,3,2,0.32,1,1
5052897,2,Harlem,40.81378,-73.95353,1,55,14,17,0.23,1,41
3620205,1,Prospect-Lefferts Gardens,40.65663,-73.95989,1,43,1,6,0.19,1,0
25360921,2,Midtown,40.74911,-73.9877,0,300,3,0,,1,0
219517861,2,Financial District,40.70581,-74.01101,0,390,2,9,2.43,327,268
268598775,2,Lower East Side,40.71984,-73.9865,0,249,3,0,,1,91
200261161,2,Upper West Side,40.79682,-73.96282,1,67,1,26,6.19,3,37
188556821,3,Woodside,40.74337,-73.90405,1,40,1,7,0.5,1,0
16532782,1,Kensington,40.64206,-73.97172,0,160,6,0,,1,0
227569206,2,Tribeca,40.71478,-74.01161,0,280,3,4,0.55,1,328
1443186,2,East Harlem,40.80985,-73.93919,0,108,4,3,0.07,1,0
16948705,2,Harlem,40.81742,-73.95358,1,22,10,3,0.05,1,0
30283594,2,Hell's Kitchen,40.76227,-73.99807,0,199,30,1,0.03,121,365
55532612,3,Arverne,40.5903,-73.79247,0,200,1,15,1.23,1,354
33514370,1,Prospect-Lefferts Gardens,40.66066,-73.94458,0,159,3,16,5.78,1,10
64065593,2,Midtown,40.75368,-73.97358,1,198,2,30,0.89,13,333
15579200,1,Williamsburg,40.7172,-73.9616,0,240,2,18,0.29,1,0
9813233,2,SoHo,40.72617,-74.00141,0,245,1,0,,1,0
39533449,2,Lower East Side,40.71281,-73.98705,0,169,4,68,2.54,1,44
10838291,2,Greenwich Village,40.73307,-73.99277,0,250,7,1,0.04,1,0
138823659,2,Hell's Kitchen,40.75851,-73.99138,0,275,2,16,0.67,1,0
241366980,2,Washington Heights,40.83685,-73.94176,1,75,2,20,4.88,1,223
45005719,2,Hell's Kitchen,40.76504,-73.98856,0,200,1,1,0.03,1,364
6073347,2,NoHo,40.72703,-73.99264,0,189,5,2,0.46,1,0
60658041,2,Upper East Side,40.77018,-73.95502,1,125,3,2,0.3,1,0
48674244,1,Sunset Park,40.66289,-73.99584,0,90,14,7,0.16,1,0
218511630,1,Williamsburg,40.71465,-73.95499,1,75,2,11,1.9,3,0
24155326,1,Crown Heights,40.67619,-73.94936,0,90,1,222,6.61,1,32
147638312,1,Park Slope,40.67246,-73.97707,1,125,5,7,0.84,1,180
50292311,2,East Village,40.72837,-73.98546,0,250,4,17,1.1,1,5
53602261,3,Long Island City,40.75432,-73.93521,0,375,2,0,,1,364
52525653,2,Harlem,40.80565,-73.95197,1,100,2,73,4.98,2,68
2306962,1,Windsor Terrace,40.65854,-73.98384,0,300,2,24,0.39,1,23
28752891,2,Upper West Side,40.79093,-73.9678,1,250,3,33,2.31,2,38
107434423,2,Kips Bay,40.7385,-73.982,0,314,30,0,,232,337
242344309,1,Williamsburg,40.70766,-73.94974,1,70,1,34,7.03,4,132
42993277,2,Midtown,40.75016,-73.96925,0,175,3,5,0.51,1,230
430188,1,Williamsburg,40.70694,-73.95307,1,75,18,5,0.06,6,112
1503022,1,Bushwick,40.69866,-73.92498,1,53,14,0,,1,0
1580521,1,Carroll Gardens,40.67777,-73.99893,0,160,2,72,3.2,1,236
4857962,1,Bedford-Stuyvesant,40.69017,-73.94825,0,235,3,5,0.32,1,3
32615118,2,Hell's Kitchen,40.7676,-73.98609,1,110,5,3,1.76,1,331
37312959,3,East Elmhurst,40.77009,-73.87708,1,32,1,411,11.4,5,161
