host_id,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365
74595855,2,Upper West Side,40.77951,-73.97765,0,200,5,3,0.49,1,0
48851196,1,Williamsburg,40.71042,-73.94744,1,80,25,0,,1,0
107434423,2,Murray Hill,40.749,-73.97961,0,289,30,0,,232,223
141012332,0,Mott Haven,40.80762,-73.92454,0,115,2,100,4.76,1,130
195389383,2,Chelsea,40.74318,-73.99987,0,444,1,2,2.0,1,325
24405003,2,Chinatown,40.7147,-73.99279,1,106,2,9,1.12,3,117
229480146,0,Tremont,40.84289,-73.88773,0,40,2,17,2.7,1,107
9913035,2,Lower East Side,40.7213,-73.98862,1,60,15,8,0.68,3,260
1036179,1,Crown Heights,40.67318,-73.95566,0,225,4,4,1.29,1,11
4289557,2,East Village,40.72647,-73.99061,0,219,2,3,0.09,1,306
231719679,1,East Flatbush,40.63846,-73.92892,0,75,1,27,4.26,1,185
24201950,3,Jackson Heights,40.752,-73.88898,0,105,7,3,0.17,1,141
24630374,1,Clinton Hill,40.68233,-73.96418,0,110,4,14,0.25,1,0
1913749,1,Williamsburg,40.71259,-73.94189,0,125,4,11,0.55,1,11
225564897,2,Harlem,40.82358,-73.95178,0,300,2,0,,1,32
44269300,3,Sunnyside,40.7396,-73.92324,1,115,2,24,0.78,1,19
14466771,2,Battery Park City,40.70702,-74.01676,0,300,180,0,,1,0
5158569,1,Crown Heights,40.6686,-73.93517,0,115,2,7,0.21,1,0
31626212,2,Midtown,40.74826,-73.98653,1,100,30,2,2.0,5,248
86892036,1,Bushwick,40.70706,-73.9201,1,70,3,7,0.68,2,11
8243469,0,Port Morris,40.80024,-73.91422,1,49,3,59,3.08,1,0
200007278,2,Chelsea,40.75274,-73.99647,0,255,3,4,0.33,1,0
35103206,3,Rego Park,40.7262,-73.8672,0,86,3,3,0.09,1,0
48190744,2,Gramercy,40.73438,-73.98615,0,145,21,0,,1,0
1695734,1,Bushwick,40.70108,-73.91409,0,95,3,4,0.21,1,0
14078910,1,Carroll Gardens,40.68172,-73.99358,1,75,2,42,0.96,1,0
457838,2,Hell's Kitchen,40.76239,-73.99003,0,300,2,1,0.6,1,0
30787515,2,Midtown,40.76365,-73.98057,0,299,2,8,0.16,1,176
133127495,2,Upper West Side,40.79312,-73.96595,0,115,88,5,0.22,1,220
89509928,2,Midtown,40.74329,-73.98341,1,120,3,9,1.43,1,0
12243051,2,Financial District,40.70571,-74.00833,0,182,29,1,0.57,96,333
31373840,2,Financial District,40.70706,-74.00442,1,99,2,3,0.08,1,0
8338942,2,Nolita,40.72241,-73.99377,1,124,1,168,4.58,4,147
9891348,2,Kips Bay,40.74098,-73.98331,0,130,2,11,1.76,1,4
31770868,2,Theater District,40.75928,-73.98634,1,110,2,46,4.66,2,38
2423107,1,Prospect-Lefferts Gardens,40.66066,-73.95965,0,120,1,4,0.07,1,0
22100955,1,Bedford-Stuyvesant,40.69508,-73.93359,0,134,4,65,2.56,1,130
1100212,1,Bushwick,40.68636,-73.91331,1,150,3,1,0.1,1,26
4228414,2,Financial District,40.7083,-74.00415,0,160,7,1,0.03,1,0
61382075,2,Washington Heights,40.84326,-73.93901,0,100,14,1,0.03,2,0
33825321,1,Crown Heights,40.67255,-73.93328,0,150,1,24,0.51,1,299
75435800,3,Long Island City,40.75262,-73.93656,0,165,2,0,,2,0
179436298,1,Crown Heights,40.66555,-73.95497,0,100,1,4,2.26,2,365
123805373,1,Brooklyn Heights,40.693,-73.99774,0,118,1,2,0.09,1,0
10679309,1,Williamsburg,40.71181,-73.96677,0,150,4,6,0.41,2,8
17164818,1,Clinton Hill,40.68566,-73.96022,0,189,8,33,0.58,1,271
738918,1,Park Slope,40.67619,-73.97726,0,276,3,19,0.38,2,78
86771798,2,Murray Hill,40.74742,-73.9766,0,365,5,14,0.86,2,50
32775769,1,Midwood,40.61679,-73.95521,0,89,7,5,0.1,1,251
21400083,2,Upper West Side,40.78732,-73.97489,1,100,1,10,0.21,1,0
4085770,2,Upper East Side,40.78208,-73.959,0,500,19,0,,1,0
107434423,2,Theater District,40.76017,-73.98509,0,325,30,0,,232,362
28234750,1,Williamsburg,40.70892,-73.94982,0,200,14,14,0.28,1,0
41829977,3,Elmhurst,40.74638,-73.87353,1,99,1,0,,2,161
7402258,1,Williamsburg,40.7091,-73.94279,0,100,3,18,0.33,1,3
4279384,1,Flatbush,40.64329,-73.9562,1,39,3,1,0.04,2,0
3758471,1,Crown Heights,40.6744,-73.95902,1,50,2,1,0.02,2,0
33152462,2,Financial District,40.70778,-74.00685,0,150,1,9,0.18,1,0
767346,1,Fort Hamilton,40.61693,-74.03136,1,90,2,6,2.77,1,0
32304780,2,Harlem,40.82389,-73.95014,1,48,30,5,0.32,3,332
1805238,1,Prospect-Lefferts Gardens,40.65517,-73.95827,1,50,1,43,3.07,2,14
24625767,2,Harlem,40.82394,-73.94432,1,75,30,2,0.1,1,0
5707879,2,Upper West Side,40.78017,-73.98317,0,150,16,0,,1,0
22557949,3,East Elmhurst,40.7583,-73.87679,0,112,2,3,0.35,1,338
247013511,3,Jackson Heights,40.75246,-73.87505,0,79,2,8,4.36,6,336
9444795,1,Brooklyn Heights,40.69933,-73.99249,0,200,3,2,0.06,1,0
5680111,1,Bushwick,40.68596,-73.914,1,63,5,6,0.54,7,133
7501534,1,Williamsburg,40.71064,-73.96497,1,60,2,0,,1,0
90463984,3,Richmond Hill,40.6997,-73.84236,0,100,7,3,0.17,3,324
3338222,2,West Village,40.73837,-74.00586,0,1200,6,1,0.16,1,290
4694251,1,Park Slope,40.67469,-73.98368,0,229,2,55,4.41,1,215
4219594,1,Bedford-Stuyvesant,40.68296,-73.9358,1,95,2,3,0.22,1,11
220709091,1,Bay Ridge,40.63859,-74.02497,0,82,1,56,6.41,1,288
19863077,2,East Village,40.72574,-73.98498,0,192,1,0,,1,0
1568383,1,Williamsburg,40.71494,-73.93906,1,75,30,1,0.42,1,271
7245581,2,Chelsea,40.74873,-73.99557,0,93,365,10,0.17,19,97
11081810,2,Chelsea,40.74768,-73.99625,0,350,4,3,0.06,1,0
88022215,2,Murray Hill,40.74564,-73.97593,0,120,5,0,,1,0
165566,1,Gowanus,40.68203,-73.98427,1,85,1,1,0.03,1,0
10642725,1,Bedford-Stuyvesant,40.69425,-73.93325,1,35,2,1,0.05,1,0
47022650,2,East Harlem,40.79524,-73.93429,0,150,1,11,1.34,3,356
216090534,2,Hell's Kitchen,40.76539,-73.99145,1,150,2,38,4.15,2,243
57890723,3,Sunnyside,40.74305,-73.9168,1,55,2,67,1.9,1,0
549971,2,Chinatown,40.7142,-73.99254,0,150,30,3,1.25,1,33
225933854,3,Briarwood,40.70742,-73.81345,0,55,1,11,1.42,1,40
94467583,3,Rosedale,40.65378,-73.72582,0,85,2,31,0.92,1,142
178062766,2,East Village,40.73114,-73.98869,0,325,5,44,2.77,1,179
6048765,2,Harlem,40.81835,-73.93925,1,86,2,7,0.69,2,87
92720308,1,Flatbush,40.64028,-73.96095,1,100,1,134,3.95,3,307
94648262,2,Kips Bay,40.74404,-73.97985,1,110,3,59,2.92,1,51
15243531,1,Williamsburg,40.71722,-73.95862,0,150,2,4,0.07,1,0
26959668,1,Fort Greene,40.68748,-73.97397,0,125,3,19,0.51,1,0
48107620,1,Williamsburg,40.71145,-73.95887,1,100,3,9,0.27,1,0
34315772,1,Williamsburg,40.70414,-73.93408,0,360,6,34,0.72,1,76
43330303,2,Washington Heights,40.85369,-73.93187,1,68,3,8,0.2,2,160
197119374,1,Williamsburg,40.70982,-73.95831,1,55,1,0,,1,2
380728,1,Williamsburg,40.71119,-73.96703,1,77,6,17,0.29,1,188
151087909,3,Flushing,40.73565,-73.81591,1,36,1,0,,1,89
106555930,1,Fort Greene,40.69612,-73.97361,1,150,2,0,,1,0
1523549,2,Kips Bay,40.74396,-73.9758,0,179,29,4,0.11,1,0
3163428,1,Sheepshead Bay,40.59919,-73.94189,1,60,6,0,,1,12
75443454,3,Ditmars Steinway,40.77293,-73.91846,1,100,3,34,0.92,2,161
7249636,2,Hell's Kitchen,40.7687,-73.98742,1,85,1,127,9.43,1,19
90864500,1,Sunset Park,40.65348,-74.00255,0,800,1,1,0.04,1,364
137358866,3,Astoria,40.76399,-73.92581,1,37,30,1,0.77,103,238
12568104,1,Williamsburg,40.71353,-73.96453,1,60,3,1,0.06,1,0
10685109,2,Hell's Kitchen,40.76748,-73.98536,1,200,2,1,0.05,1,0
217293060,2,Greenwich Village,40.73429,-73.99675,0,200,5,1,0.12,4,89
3424719,1,Columbia St,40.68255,-74.00224,1,90,4,8,0.16,1,0
40653297,2,Upper West Side,40.78721,-73.97015,0,350,2,19,1.5,1,163
18975770,2,West Village,40.73064,-74.00351,0,200,6,5,0.24,2,17
23773099,1,Fort Greene,40.68462,-73.96908,0,110,225,0,,1,365
1017231,2,Harlem,40.82755,-73.93787,0,125,3,8,0.17,1,1
129124146,3,Elmhurst,40.73399,-73.87351,0,150,3,2,0.78,3,107
170566147,2,East Village,40.72573,-73.98414,0,180,3,2,2.0,1,291
747681,2,Midtown,40.76446,-73.98123,1,95,3,1,1.0,1,5
265065371,3,Jamaica,40.67621,-73.78279,0,160,3,0,,1,77
25581222,0,Mott Haven,40.80986,-73.9214,0,140,2,57,3.58,1,73
3889301,2,Washington Heights,40.85557,-73.93641,0,99,7,3,0.04,1,0
47475970,2,Midtown,40.75468,-73.96563,0,180,4,11,0.93,1,1
130735852,1,Carroll Gardens,40.6737,-73.99891,1,77,2,18,0.77,1,1
103411445,1,Crown Heights,40.67613,-73.94578,1,59,2,25,3.07,1,60
190409,0,Highbridge,40.83075,-73.93058,1,45,1,138,1.45,3,323
160159744,2,East Village,40.72299,-73.97809,2,42,2,37,3.02,1,1
76729714,2,Harlem,40.79971,-73.95175,1,70,4,3,0.13,1,0
4419367,1,Windsor Terrace,40.65391,-73.97401,0,200,4,20,0.3,1,279
54255,1,Bedford-Stuyvesant,40.684,-73.93227,0,395,3,60,1.29,3,17
178833771,2,Harlem,40.82312,-73.93885,0,275,2,1,0.46,3,351
29098546,1,Bedford-Stuyvesant,40.68082,-73.92162,1,29,1,65,3.88,1,5
178689185,1,Prospect-Lefferts Gardens,40.66371,-73.94351,0,125,4,3,1.64,1,145
204915695,1,Sunset Park,40.63851,-74.00843,1,50,3,0,,2,158
10972311,2,East Harlem,40.79438,-73.94463,0,180,10,13,0.92,1,11
3676701,1,Clinton Hill,40.68128,-73.96286,0,145,3,5,0.1,1,0
97300191,3,Woodside,40.74767,-73.90721,0,110,2,9,0.27,1,8
700913,1,Williamsburg,40.71601,-73.95359,0,185,30,12,0.2,1,0
192716996,2,Lower East Side,40.72077,-73.98427,1,95,1,9,0.68,1,0
34322623,2,Washington Heights,40.85133,-73.93844,1,80,2,18,0.36,1,326
146275359,3,Springfield Gardens,40.68941,-73.75116,1,42,2,12,2.4,3,365
232596712,2,Upper West Side,40.77728,-73.98062,0,299,30,0,,6,365
25970549,1,Williamsburg,40.70769,-73.96257,0,150,2,0,,1,235
513839,1,Greenpoint,40.73444,-73.95658,0,120,30,3,0.53,1,209
4128829,3,Ditmars Steinway,40.77292,-73.90101,1,62,9,0,,2,365
12243051,2,Financial District,40.70852,-74.00525,0,125,29,0,,96,345
9585945,2,Harlem,40.80761,-73.94249,0,140,4,7,0.2,1,128
3181226,3,Woodside,40.74235,-73.90375,1,55,1,1,0.02,1,0
266322736,1,Canarsie,40.64746,-73.90848,0,110,2,2,2.0,1,87
5561816,2,Upper West Side,40.78323,-73.98105,1,95,3,191,2.61,1,207
9597454,2,Upper East Side,40.77001,-73.95691,1,175,2,3,0.08,1,0
5652395,0,Concourse,40.81954,-73.92715,1,105,1,3,0.14,2,365
11430909,2,Harlem,40.81085,-73.94768,0,100,1,0,,1,0
24827643,1,Cobble Hill,40.68617,-73.99632,0,275,10,1,0.03,1,1
2868153,1,Williamsburg,40.7149,-73.93983,1,135,4,12,0.17,1,365
113805886,2,Upper East Side,40.77751,-73.95174,0,150,31,1,0.67,33,338
40732314,1,Park Slope,40.67621,-73.97238,0,140,5,1,0.02,1,0
6024063,2,Washington Heights,40.84821,-73.94153,1,50,2,1,1.0,1,25
9149064,1,Fort Greene,40.69388,-73.98085,0,150,1,15,0.42,1,55
56984176,3,Rego Park,40.72147,-73.86317,0,140,3,84,2.09,1,32
10859726,3,Astoria,40.7701,-73.93219,1,58,1,2,0.04,3,249
261904019,3,Ridgewood,40.70631,-73.89698,0,199,3,5,3.13,1,145
49292376,2,East Harlem,40.78707,-73.95121,0,145,2,1,1.0,1,94
38342237,1,Williamsburg,40.70725,-73.94187,1,66,2,0,,1,0
690079,1,East Flatbush,40.64915,-73.95147,1,40,25,0,,1,305
31884399,3,Laurelton,40.68507,-73.73342,0,90,15,0,,1,180
4365496,1,Williamsburg,40.70989,-73.96231,1,75,2,43,3.04,2,0
6502766,2,Greenwich Village,40.73637,-73.99746,0,150,2,16,0.37,1,0
33214549,1,Bedford-Stuyvesant,40.68608,-73.94977,0,129,1,0,,5,0
2436411,1,Bedford-Stuyvesant,40.68278,-73.93427,0,120,2,2,0.06,1,0
140433148,1,Bushwick,40.69283,-73.90481,1,55,29,0,,3,66
99296570,1,Brighton Beach,40.58195,-73.95789,1,30,1,70,3.97,5,193
107434423,2,Tribeca,40.71633,-74.00521,0,426,30,0,,232,321
6104449,1,Clinton Hill,40.68553,-73.95965,0,95,3,8,0.63,1,12
259669775,1,Sheepshead Bay,40.60795,-73.95218,0,120,2,3,3.0,2,103
73214623,1,Williamsburg,40.71627,-73.93957,1,100,7,1,0.28,1,365
20797353,2,Financial District,40.70791,-74.00529,0,130,3,2,0.17,1,0
161352782,4,Clifton,40.61603,-74.08666,0,65,1,70,8.43,1,300
9503874,1,Brooklyn Heights,40.69683,-73.99206,0,185,4,65,1.18,1,254
82367658,3,Richmond Hill,40.69018,-73.82141,1,32,2,10,0.32,5,342
199524563,3,Rego Park,40.72608,-73.86233,1,65,2,28,2.36,3,38
114477998,2,East Harlem,40.78966,-73.94232,1,103,1,149,5.06,4,215
3191371,2,East Harlem,40.80843,-73.93722,1,80,1,134,2.69,3,211
196613633,1,Bedford-Stuyvesant,40.68361,-73.91372,1,45,30,0,,2,220
156249849,1,Williamsburg,40.71873,-73.95535,0,80,2,18,0.88,1,12
36164182,1,Bushwick,40.6969,-73.93435,1,75,2,46,0.94,3,256
1939209,0,Claremont Village,40.835,-73.91114,1,60,4,30,1.38,2,179
132559039,2,Harlem,40.82664,-73.94814,1,60,2,38,1.71,1,13
115832915,0,Mount Hope,40.8476,-73.90594,1,50,1,0,,1,0
201138200,2,Financial District,40.70413,-74.0134,1,995,1,0,,1,365
50086945,2,Lower East Side,40.71954,-73.98914,0,250,7,7,0.37,1,0
69232570,1,Bushwick,40.70219,-73.9227,1,45,1,98,2.58,1,16
1254489,1,Park Slope,40.67477,-73.97404,0,142,4,41,0.58,1,151
30283594,2,Financial District,40.70358,-74.00824,0,239,30,0,,121,186
242962235,3,Ridgewood,40.70896,-73.8956,1,42,30,2,0.6,23,204
13509844,2,East Harlem,40.79665,-73.94928,1,69,7,7,0.18,1,0
24222,2,East Village,40.72628,-73.97952,1,67,4,11,0.3,2,4
126687208,2,Upper West Side,40.79334,-73.96388,1,132,6,0,,1,0
81953225,0,Wakefield,40.8947,-73.85601,1,52,3,63,1.78,1,0
84562428,3,Forest Hills,40.73715,-73.84792,1,45,5,18,0.83,2,80
3228429,2,Harlem,40.82791,-73.94752,1,65,2,6,2.07,1,72
7607092,2,Nolita,40.72311,-73.99476,0,225,3,10,0.15,1,0
71312760,4,Richmondtown,40.57093,-74.12429,0,78,3,79,2.56,1,300
220229838,2,Midtown,40.76194,-73.97459,0,276,2,0,,11,206
142833,1,Williamsburg,40.71596,-73.93938,0,160,3,11,0.11,1,188
131910116,1,Bedford-Stuyvesant,40.68512,-73.93607,0,225,3,34,1.52,1,258
7505271,1,Greenpoint,40.72586,-73.94466,1,99,1,8,0.92,1,0
39190931,1,Bushwick,40.70202,-73.92675,0,150,28,0,,1,90
11297009,2,Upper West Side,40.78785,-73.97717,1,59,1,15,0.29,4,330
20311036,1,Bedford-Stuyvesant,40.68193,-73.93569,0,150,3,11,1.25,1,105
204160428,2,Hell's Kitchen,40.75934,-73.99563,1,160,3,30,4.71,3,73
83786650,2,Upper East Side,40.75972,-73.96147,0,110,30,0,,8,331
2954574,1,Bedford-Stuyvesant,40.69183,-73.94185,1,65,7,0,,1,105
215884830,1,Sunset Park,40.65012,-74.00603,1,60,1,20,2.07,4,162
273288629,3,Astoria,40.76799,-73.91559,0,150,2,0,,1,359
21663531,3,Ridgewood,40.70778,-73.90323,1,50,2,4,0.4,2,293
39742177,2,Upper West Side,40.78323,-73.97721,0,155,3,1,0.02,1,0
144714634,3,Flushing,40.73872,-73.82863,1,29,1,49,7.14,1,168
19990876,1,Bedford-Stuyvesant,40.68389,-73.95557,1,80,3,4,0.09,1,0
988088,2,Chelsea,40.74729,-74.00244,0,154,2,23,0.62,1,4
179336958,2,Midtown,40.74595,-73.98509,1,65,3,3,1.53,6,359
161617875,2,Washington Heights,40.85244,-73.9405,0,150,2,30,1.61,2,109
13605253,3,Springfield Gardens,40.67136,-73.76248,0,95,2,0,,1,81
131109595,2,East Village,40.72772,-73.98091,0,75,4,0,,1,0
184090548,1,Williamsburg,40.71269,-73.95815,1,95,2,15,1.28,3,335
9374970,2,SoHo,40.72486,-74.00318,0,250,28,11,0.48,1,151
16677326,2,Chelsea,40.74971,-73.99533,1,85,1,210,5.34,12,321
26091462,1,Bedford-Stuyvesant,40.69374,-73.94764,1,60,1,3,0.11,2,0
183950711,2,Gramercy,40.73275,-73.98242,0,125,30,0,,1,119
52674088,1,Greenpoint,40.72738,-73.95553,1,150,1,0,,1,0
249309586,2,Chinatown,40.71502,-73.99066,0,150,4,8,2.38,1,255
1401835,1,Williamsburg,40.70974,-73.95612,1,89,2,30,0.52,3,219
39731713,3,Ridgewood,40.69934,-73.90348,1,45,3,0,,1,0
59583716,2,Upper East Side,40.76174,-73.96625,1,90,3,1,0.25,1,8
33750239,1,Bedford-Stuyvesant,40.68634,-73.93817,0,126,2,30,2.88,2,35
48866651,2,Hell's Kitchen,40.76465,-73.99499,0,70,30,1,0.13,5,365
38352826,2,East Village,40.7269,-73.98368,0,128,4,2,2.0,1,16
20459165,3,Ridgewood,40.70689,-73.91527,1,63,4,6,0.26,1,0
8501698,1,Williamsburg,40.71971,-73.95919,0,140,4,1,0.03,1,0
240740,2,Lower East Side,40.7192,-73.99139,1,140,1,221,4.59,1,187
52173396,1,Williamsburg,40.71733,-73.95887,1,65,1,7,0.29,1,0
43599290,2,SoHo,40.72198,-74.00296,1,129,2,26,0.76,2,89
129474716,2,West Village,40.73983,-74.00586,0,1599,30,6,0.24,1,0
11208418,2,Washington Heights,40.84119,-73.939,1,90,1,271,4.32,1,281
26176627,1,Bushwick,40.70126,-73.93731,1,50,1,0,,1,0
114418657,2,Upper West Side,40.80095,-73.96725,1,60,90,0,,1,90
256921050,2,Chinatown,40.71588,-73.99099,0,135,6,3,2.37,2,1
1836803,1,Bedford-Stuyvesant,40.68872,-73.93183,0,130,3,1,0.09,1,17
5379884,1,Greenpoint,40.73792,-73.95541,1,60,7,5,0.16,1,0
208906697,0,Longwood,40.82248,-73.89915,1,50,1,13,1.26,1,280
119838600,2,Upper West Side,40.7932,-73.96385,0,260,3,1,0.05,1,0
186678447,1,Brooklyn Heights,40.6981,-73.9958,0,550,3,4,4.0,1,215
261632622,2,Theater District,40.75645,-73.985,1,100,1,1,0.94,9,317
1850477,1,Crown Heights,40.67797,-73.94675,1,45,3,0,,2,320
147827717,2,Upper East Side,40.76329,-73.96119,1,109,4,0,,1,101
107724585,2,Civic Center,40.71232,-74.00689,0,185,30,0,,2,58
2072706,2,West Village,40.73191,-74.00493,0,800,3,0,,1,0
25399747,1,Bedford-Stuyvesant,40.68168,-73.9368,0,100,3,91,2.0,1,160
39653778,2,East Village,40.73161,-73.98438,0,220,4,1,0.26,1,1
218080780,2,Upper East Side,40.78478,-73.94967,1,200,1,20,2.25,1,313
155647922,1,Flatbush,40.64766,-73.95888,1,65,3,74,3.59,1,66
155125855,2,Midtown,40.74739,-73.98344,1,130,1,40,2.08,3,0
81928,1,Bedford-Stuyvesant,40.6856,-73.95332,0,150,3,45,0.96,1,0
22205787,2,Morningside Heights,40.80699,-73.95937,0,130,4,4,0.07,1,0
265288059,3,Corona,40.73611,-73.86401,1,36,1,2,1.76,2,62
4316287,2,East Village,40.72896,-73.98111,0,158,3,10,1.58,1,323
9995094,3,Long Island City,40.74691,-73.95348,0,200,3,93,2.17,1,86
219517861,2,Financial District,40.70679,-74.00689,0,130,29,0,,327,332
251311623,1,Bedford-Stuyvesant,40.6776,-73.91404,1,58,2,4,2.35,5,168
119305261,3,Flushing,40.76373,-73.82904,0,188,2,15,1.97,1,59
7021059,2,Upper East Side,40.76806,-73.95227,1,59,1,0,,2,0
19759400,2,Upper East Side,40.76117,-73.96019,1,96,2,28,6.83,1,31
2450673,2,Washington Heights,40.84417,-73.94063,0,79,1,4,0.14,1,0
11387702,2,Upper West Side,40.78037,-73.98021,0,145,7,0,,1,0
10364678,2,Inwood,40.86786,-73.92077,1,50,2,58,0.96,2,188
266754587,3,Long Island City,40.75734,-73.9324,0,225,2,1,1.0,1,261
196701166,3,Rosedale,40.65376,-73.74057,1,70,7,1,0.08,1,0
35751147,3,Richmond Hill,40.69452,-73.82742,1,60,1,26,1.09,1,0
51431600,1,Bushwick,40.70134,-73.92111,1,50,5,1,0.16,1,0
19878684,3,Ozone Park,40.68247,-73.84368,2,25,10,0,,1,0
12446529,0,Soundview,40.82407,-73.8614,1,49,2,25,1.32,2,184
16098958,2,Financial District,40.7034,-74.00787,0,175,30,2,0.1,96,365
131476068,3,Richmond Hill,40.6868,-73.82896,1,83,2,16,0.77,2,42
625403,2,SoHo,40.72171,-74.00396,0,250,90,1,0.23,1,0
9680171,1,Greenpoint,40.73148,-73.95929,0,350,3,1,0.02,1,0
2640420,1,Gowanus,40.67435,-73.9891,1,99,1,20,10.17,1,1
46979077,3,Elmhurst,40.74085,-73.89022,1,65,1,123,2.76,2,333
145552870,2,Upper East Side,40.77566,-73.95065,0,165,3,2,0.1,1,0
9060143,1,Bushwick,40.69502,-73.93126,0,75,3,6,0.15,1,0
73400193,1,Crown Heights,40.67293,-73.95519,0,150,2,141,3.79,1,299
40426686,3,Ozone Park,40.68572,-73.8493,0,69,4,0,,1,0
190921808,2,Hell's Kitchen,40.75396,-73.99684,1,60,7,5,0.49,47,326
17000648,3,Astoria,40.7743,-73.92579,0,97,3,33,0.65,1,0
2100968,1,South Slope,40.66153,-73.98554,0,325,3,116,1.37,1,203
19940836,2,Lower East Side,40.71848,-73.98439,1,89,1,21,1.41,1,2
127985639,1,Williamsburg,40.71171,-73.95158,1,45,7,0,,1,0
182434290,3,Ditmars Steinway,40.77005,-73.91098,1,90,1,6,2.47,2,0
213635139,2,East Harlem,40.79824,-73.94014,0,300,2,53,5.96,1,14
1265619,1,Williamsburg,40.72018,-73.96055,0,120,2,8,0.16,1,8
9320996,2,East Village,40.72508,-73.97978,0,150,3,2,0.11,1,0
17393160,1,Cobble Hill,40.68818,-73.99483,0,125,4,3,0.11,1,0
219517861,2,Financial District,40.70575,-74.01231,0,407,2,9,2.18,327,294
48601058,2,NoHo,40.72711,-73.99198,0,296,2,24,1.69,1,0
4128972,2,East Harlem,40.79388,-73.94594,1,105,1,33,3.41,1,26
61524907,2,East Village,40.725,-73.97711,0,120,8,6,0.27,1,0
45598282,2,Hell's Kitchen,40.76414,-73.99296,0,237,3,6,0.15,2,0
219517861,2,Murray Hill,40.74846,-73.97448,0,241,2,4,1.3,327,130
14929050,2,Upper West Side,40.78893,-73.97591,0,350,20,0,,1,33
3417090,2,Gramercy,40.7328,-73.9841,0,145,1,125,3.63,1,0
5736671,1,Boerum Hill,40.68786,-73.98811,0,160,5,10,0.39,1,8
23831257,1,Bedford-Stuyvesant,40.6807,-73.92917,1,40,7,6,0.45,2,216
33570672,2,Theater District,40.75493,-73.98618,1,95,2,100,5.35,1,18
35897162,1,Williamsburg,40.70954,-73.94808,1,52,20,6,0.23,1,0
261728099,2,Harlem,40.82639,-73.93894,0,75,28,0,,1,41
3152934,1,Bushwick,40.68758,-73.91321,1,50,1,2,0.06,1,0
235465195,3,Flushing,40.74761,-73.8138,1,100,1,0,,1,177
62803,1,Crown Heights,40.67004,-73.92207,1,54,6,6,0.65,2,225
1561585,1,East Flatbush,40.65059,-73.94506,1,90,3,1,0.11,1,179
48949937,2,SoHo,40.72419,-74.00451,0,310,3,117,2.88,1,57
13698410,1,Clinton Hill,40.69489,-73.96496,1,80,7,12,0.25,1,0
152484079,4,Port Richmond,40.63577,-74.13113,1,46,1,17,1.55,1,0
192773562,3,Woodside,40.7415,-73.89249,1,60,1,0,,1,87
152636597,0,Mott Haven,40.81039,-73.92478,1,73,1,1,0.08,1,0
42729298,1,Williamsburg,40.71913,-73.95774,1,75,1,135,5.31,2,19
2024924,1,Park Slope,40.67232,-73.97879,1,45,5,42,0.64,2,221
150111187,1,Bedford-Stuyvesant,40.6835,-73.957,0,130,2,51,2.53,1,10
6663384,1,Columbia St,40.68502,-74.0051,0,100,2,4,0.93,1,0
7261749,1,Prospect-Lefferts Gardens,40.65719,-73.95421,1,30,4,2,0.81,1,6
2973437,1,Boerum Hill,40.68379,-73.98313,0,180,3,2,0.05,1,0
11430355,1,Sunset Park,40.66296,-73.98955,0,290,2,25,0.39,1,195
44434863,1,Sunset Park,40.64564,-74.01867,1,75,1,1,0.15,1,365
34543957,1,Park Slope,40.67819,-73.98084,0,150,3,10,0.28,1,0
18121246,2,Upper West Side,40.7856,-73.97539,0,289,3,3,0.13,1,0
199833548,3,Sunnyside,40.74136,-73.92476,1,80,1,27,2.4,9,309
2011899,1,Crown Heights,40.66749,-73.95556,0,70,45,1,0.09,1,2
30554435,1,Greenpoint,40.72684,-73.95628,1,75,1,0,,1,0
171212377,1,Fort Greene,40.68832,-73.97731,0,175,3,38,4.15,1,122
4282318,1,Flatbush,40.65403,-73.95904,1,55,1,151,2.37,2,135
5761096,1,Prospect Heights,40.67556,-73.96427,1,80,1,1,0.05,1,0
3977494,2,Greenwich Village,40.72714,-73.99581,0,187,14,1,0.01,1,0
48205496,2,Hell's Kitchen,40.76825,-73.99107,0,199,3,12,0.65,2,17
179413160,1,Cypress Hills,40.67974,-73.88374,1,45,1,8,0.85,1,57
148241246,2,Harlem,40.82444,-73.95112,1,65,3,69,3.16,1,57
187487947,1,Greenpoint,40.73344,-73.95653,0,100,1,26,4.67,6,0
67778,1,Fort Greene,40.68768,-73.97611,1,85,2,35,0.55,2,161
78832142,2,Upper East Side,40.77851,-73.94985,0,218,2,60,1.85,1,305
156231243,1,Bay Ridge,40.6338,-74.03162,1,30,3,0,,1,0
25517905,2,Upper West Side,40.7962,-73.96156,1,99,1,277,5.44,3,294
188212054,1,Bay Ridge,40.62061,-74.02331,0,245,3,2,2.0,2,255
4428742,2,Upper East Side,40.76875,-73.95965,1,95,2,2,0.07,1,0
27175572,1,Prospect Heights,40.67949,-73.97172,0,160,2,105,2.05,1,18
21560088,2,East Village,40.72784,-73.99104,0,219,2,9,0.15,1,0
191084919,1,Bedford-Stuyvesant,40.68434,-73.93712,1,70,1,5,1.97,1,0
75029289,2,Upper East Side,40.7746,-73.95546,0,125,30,7,0.32,5,325
76519640,2,Harlem,40.79965,-73.95076,1,75,2,29,3.73,1,2
4358702,2,Harlem,40.82277,-73.94981,1,200,1,0,,1,0
